compound_stem,SMILES,compound_name,pubchem_cid,kegg_id
K26999538,Cc1cc(no1)C(=O)NCc1ccccc1,mls000087297,NA,NA
K26999559,Cc1cc(NC(=O)c2nn(C)c(C)c2Br)no1,ak-968/41926275,NA,NA
K27001515,O=C(CCc1ccc(cc1)S(=O)(=O)NCc1ccccc1)NCc1ccco1,zinc00666005,NA,NA
K27005217,C\C=C\c1ccc(cc1)[C@H]1[C@@H](CO)N([C@H]1C#N)C(=O)c1cccnc1,brd-k27005217-001-01-0,NA,NA
K27006839,O=C(NCc1ccc2OCOc2c1)c1ccc2OCCOc2c1,mls000568156,NA,NA
K27010411,CN(C)C(=O)c1cccc(c1)-c1ccc(cc1)[C@H]1[C@@H](CO)N([C@@H]1C#N)C(=O)C1CCCCC1,brd-k27010411-001-02-2,NA,NA
K27016963,COCc1cc(CN2CCN(C)CC2)c(O)c2ncccc12,mls000530561,NA,NA
K27018609,Clc1ccc(OCCCC(=O)N2CCCCCC2)cc1,st50016788,NA,NA
K27022289,CCC(=O)N1CCCCN2[C@H](CO)[C@@H]([C@@H]2C1)c1ccc(cc1)-c1ccc(F)cc1,brd-k27022289-001-01-8,NA,NA
K27030125,OC[C@H]1[C@@H]([C@H](C#N)N1C(=O)C1CC1)c1ccccc1-c1cccc(F)c1,brd-k27030125-001-01-9,NA,NA
K27031313,Cc1nc(COC(=O)c2cc(O)c3ccccc3c2O)cs1,mls000774350,NA,NA
K27037176,OC[C@H]1[C@H]2[C@H](CN(C(=O)c3cccnc3)c3ccccc23)N1C(=O)C1CCCC1,brd-k27037176-001-01-2,NA,NA
K27037400,Fc1ccc(Cn2c3ccsc3c(=O)n(CCCC(=O)NCc3ccco3)c2=O)cc1,smr000023747,NA,NA
K27040387,Cc1ccc(C)c(NS(=O)(=O)c2ccc3SCCC(=O)Nc3c2)c1,mls001095191,NA,NA
K27045310,O=C(CN1CCN(CC1)c1ncccn1)N1CCc2ccccc12,t0508-5792,NA,NA
K27051845,COCC(=O)N1C[C@]2(CCN(CC2)C(C)=O)c2c([nH]c3cc(OC)ccc23)[C@H]1CO,brd-k27051845-001-01-4,NA,NA
K27055375,COc1ccc(OC)c(Cc2nnc(CCC(=O)NCc3ccc(C)s3)o2)c1,ambcb43744645,NA,NA
K27059368,COc1ccccc1N1CCN(CC1)c1nnc(-c2ccc(F)cc2)c2ccccc12,st50134209,NA,NA
K27060785,Cc1cc(-c2csc(N)n2)c(C)n1Cc1ccco1,mls001033284,NA,NA
K27061294,CNc1oc(nc1C#N)-c1ccco1,"2-(furan-2-yl)-5-(methylamino)-1,3-oxazole-4-carbonitrile",NA,NA
K27067074,COc1ccc(cc1OC)C1(CCOCC1)C(=O)N1CCCC1,smr000108576,NA,NA
K27072208,Cc1nc2ccccc2n1CC(=O)NCCN1CCOCC1,stk192007,NA,NA
K27075125,COC(=O)[C@H](CC(C)C)NC(=O)N1CCCCC1,zinc00534072,NA,NA
K27077997,CC(C)C(=O)Nc1ccc(cc1Br)[N+]([O-])=O,n-(2-bromo-4-nitrophenyl)-2-methylpropanamide,NA,NA
K27080439,CCCNC(=O)N1C[C@H]2[C@H]([C@@H](CO)N2Cc2ccc3OCOc3c2)c2ccccc12,brd-k27080439-001-01-5,NA,NA
K27084624,COc1cccc(c1)S(=O)(=O)N1CCCCN2[C@@H](CO)[C@H]([C@H]2C1)c1ccc(cc1)C#CCC(C)C,brd-k27084624-001-01-2,NA,NA
K27087838,Cn1cc2cc(ccc2n1)[N+]([O-])=O,2-methyl-5-nitro-2h-indazole,NA,NA
K27093469,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)Nc3cccc(F)c3)ccc2OC[C@@H](C)NC[C@H]1C,brd-k27093469-001-01-1,NA,NA
K27094523,OC1(CSc2ccccc2)CCN(CC1)C(=O)c1ccc(Cl)cc1,9p-332s,NA,NA
K27096101,CCCNC(=O)N1[C@H](CO)[C@@H]([C@H]1CNC(C)C)c1ccc(cc1)C1=CCCCC1,chembl3561195,NA,NA
K27096955,CC[n+]1c(SC)ccc2cc(OC)ccc12,gnf-pf-5103,NA,NA
K27098523,OC[C@H]1[C@H]([C@@H]2CN(CCCCN12)C(=O)C1CCC1)c1ccc(cc1)-c1ccncc1,brd-k27098523-001-01-4,NA,NA
K27099896,CSc1nc(C)c(CCO)c(O)n1,5-(2-hydroxyethyl)-6-methyl-2-(methylsulfanyl)-4(3h)-pyrimidinone,NA,NA
K27100941,Cc1ccc(c(CN2CCC(CO)(CCc3ccccc3)CC2)c1)-n1cccn1,ambcb15361985,NA,NA
K27104456,COCC(=O)N(C)C[C@H]1[C@@H]([C@H](CO)N1C(C)=O)c1ccc(cc1)-c1cccnc1,brd-k27104456-001-01-1,NA,NA
K27107783,Cn1cc(CN2C[C@H]3CN(Cc4cccc(F)c4)C[C@H]3C2)cn1,zinc96110648,NA,NA
K27109339,OC[C@@H]1[C@@H]([C@@H](C#N)N1C(=O)Cc1ccncc1)c1ccc(cc1)-c1ccccc1,brd-k27109339-003-01-9,NA,NA
K27113252,CN1CCCCN2[C@@H](CO)[C@@H]([C@@H]2C1)c1ccc(cc1)C#CC1(O)CCCC1,brd-k27113252-001-01-8,NA,NA
K27113342,COc1ccc2c3c([C@@H](CO)N(C[C@]33CN(C)C3)C(=O)c3ccncc3)n(C)c2c1,brd-k27113342-001-01-0,NA,NA
K27120622,OC(=O)COc1ccccc1\C=N\NC(=O)c1ccc(F)cc1,stk215142,NA,NA
K27127548,Fc1ccccc1CN1CC[C@@H]2[C@@H](CC(=O)N3CCCO3)OC[C@H]2C1,NA,NA,NA
K27128187,O=S(=O)(N1CCN(CC1)c1ccccn1)c1cccs1,mls000044940,NA,NA
K27128858,Cc1cc(on1)-c1ccc(C)c(c1)S(=O)(=O)N1CCN(CC1)c1ccccn1,mls001095079,NA,NA
K27129967,CN(C)CCc1[nH]c2ccc(C)cc2c1CC#N,mls000028153,NA,NA
K27135274,CC(C)CNC(=O)COc1ccccc1[N+]([O-])=O,n-(2-methylpropyl)-2-(2-nitrophenoxy)acetamide,NA,NA
K27135841,OC[C@H]1[C@@H]2[C@@H](CN(C(=O)c3cccc(F)c3)c3ccccc23)N1C(=O)Cc1ccccc1,brd-k27135841-001-01-9,NA,NA
K27144996,CCOC(=O)c1c(C)[nH]c(C(=O)OC)c1CCC(=O)OC,mls000108378,NA,NA
K27147347,c1cc2cnc3ccccc3n2c1,"pyrrolo[1,2-a]quinoxaline",NA,NA
K27149853,CN(c1ccccc1)S(=O)(=O)c1ccc(cc1)-c1ccccc1,t5463683,NA,NA
K27155011,Cn1c2nc(NC3CCCC3)n(Cc3ccccc3)c2c(=O)[nH]c1=O,bas 07401562,NA,NA
K27155820,COc1ccc(Cl)cc1C(=O)NCC(C)C,5-chloro-2-methoxy-n-(2-methylpropyl)benzamide,NA,NA
K27157357,CC(=O)N1CCc2cc(ccc12)S(=O)(=O)NC1CCCCC1,"1-acetyl-2,3-dihydro-1h-indole-5-sulfonic acid cyclohexylamide",NA,NA
K27160853,COC(=O)N1N(C(=O)OC)[C@@](C2CCCC2)(C1=O)c1ccccc1,abl-127,NA,NA
K27163294,Fc1ccc(cc1S(=O)(=O)N1CCCCC1)C(=O)Nn1cnnc1,smr000061312,NA,NA
K27166453,COc1cn(nc1C(=O)NCc1ccc(OC)cc1)-c1ccccc1,t5571022,NA,NA
K27168240,Clc1cc(Cl)cc(NC(=O)CN2CCCCCCC2)c1,t5305067,NA,NA
K27172419,O=C1N(c2ccc3ccccc3c2)C(=O)c2ccc3CCc4ccc1c2c34,st50986243,NA,NA
K27172726,C(CNc1ncnc2n(cc(-c3ccccc3)c12)-c1ccccc1)CN1CCOCC1,st50069901,NA,NA
K27173517,CCOCCCNC(=O)c1cccs1,mls000113915,NA,NA
K27173860,COc1ccc(cc1)C(=O)Nc1cc(no1)-c1ccc(C)cc1,"4-methoxy-n-[3-(4-methylphenyl)-1,2-oxazol-5-yl]benzamide",NA,NA
K27174305,O=C(N1CCCCC1)N1CCN(CC1)C(=O)c1ccco1,bas 03429821,NA,NA
K27176195,COCCN1CCC2(CC3(CCN(CC3)S(=O)(=O)C3CC3)N(C)C2=O)CC1,zinc96262353,NA,NA
K27176996,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)nc(NCCc3ccc(CCC(O)=O)cc3)nc12,Cgs 21680,3086599,NA
K27177706,CCCNC(=O)N1C[C@]2(CCN(CC2)S(=O)(=O)CC)c2c([C@H]1CO)n(C)c1cc(OC)ccc21,brd-k27177706-001-01-5,NA,NA
K27181648,CS(=O)(=O)N1C[C@@H]2[C@@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)C#CCC1CCCC1,brd-k27181648-001-01-8,NA,NA
K27182532,Nc1nccc(Oc2ccc(NC(=O)c3c[nH]cc(-c4ccc(F)cc4)c3=O)cc2F)c1Cl,BMS 794833,44155856,NA
K27184156,O=C(CCn1c(=O)n(Cc2ccccc2C#N)c2ccccc2c1=O)NCc1ccco1,smr000025249,NA,NA
K27184844,CCC(=O)N1[C@H](CO)[C@@H]2[C@H]1CN(c1ccccc21)S(=O)(=O)c1ccccc1F,brd-k27184844-001-01-4,NA,NA
K27187243,O=C(COC(=O)c1ccco1)NC(c1ccccc1)c1ccccc1,zinc02642989,NA,NA
K27188211,OC[C@H]1Nc2ccc(cc2[C@@H]2[C@H]1CCN2S(=O)(=O)c1ccc(F)cc1)-c1cccc(c1)C#N,chembl2361120,NA,NA
K27192550,CS(=O)(=O)N1[C@H](CO)[C@H]([C@@H]1C#N)c1ccc(cc1)C#CC1CCCC1,brd-k27192550-001-01-1,NA,NA
K27193217,CN(CC(=O)Oc1ccc(cc1)-c1nnco1)S(=O)(=O)c1ccc(C)cc1,mls001099033,NA,NA
K27204887,CN1[C@H]2CC[C@@H](CC(=O)NCC3CCCCC3)O[C@@H]2COc2ccc(NC(=O)C3CC3)cc2C1=O,brd-k27204887-001-01-8,NA,NA
K27205769,C(Sc1nnc(o1)-c1cccs1)c1nnc(o1)-c1ccccc1,t5262138,NA,NA
K27207455,CN(C)S(=O)(=O)Nc1ccc(cc1)C(O)=O,4-{[(dimethylamino)sulfonyl]amino}benzoic acid,NA,NA
K27209353,OC[C@@H]1[C@@H]([C@@H]2CN(Cc3cncnc3)CCCCN12)c1ccc(cc1)C#CC1(O)CCCC1,brd-k27209353-001-01-2,NA,NA
K27210752,COc1ccccc1-c1ccc(cc1)[C@H]1[C@H](CO)N2CCCCN(C[C@@H]12)C(=O)NC1CCCC1,brd-k27210752-001-01-7,NA,NA
K27211672,OC[C@H]1[C@H]2[C@H](CN(C(=O)c3ccc4OCOc4c3)c3ccccc23)N1Cc1cccnc1,brd-k27211672-001-01-2,NA,NA
K27217796,C1CCN(CC1)c1nc2nonc2nc1N1CCCCC1,mls000106818,NA,NA
K27218583,CN(C)c1ccc2O[C@H]3[C@H](C[C@H](CC(=O)NC4CCCC4)O[C@H]3CO)c2c1,brd-k27218583-001-01-5,NA,NA
K27220486,C=CC(=O)N1CCc2ccc(=O)n(CC3CCOCC3)c2CC1,zinc96067782,NA,NA
K27225975,CN(C)C(=O)CN1C[C@]23CN(Cc4cnn(C)c4)C[C@@H](C[C@@H]2S1(=O)=O)O3,NA,NA,NA
K27229325,Clc1ccc(cc1)-n1c(SCc2cccc3ccccc23)nnc1-c1ccco1,st50418992,NA,NA
K27230376,O=C(N\N=C\C1CCCCC1)c1ccccn1,ac1o04jz,NA,NA
K27235905,Fc1ccc(cc1)S(=O)(=O)N1CCn2cnc(COc3cccnc3)c2C1,zinc96085186,NA,NA
K27236794,COCC(=O)Nc1ccc2c(OC[C@@H](C)N(C[C@@H](C)[C@H](CN(C)C2=O)OC)C(=O)C2CCCC2)c1,brd-k27236794-001-01-2,NA,NA
K27238771,COc1ccc(NC(=O)CN(C)C(=O)c2c(C)nn(Cc3ccccc3)c2C)cc1,zinc08193356,NA,NA
K27240704,OC[C@H]1[C@@H](c2ccccc2)C2(CN(Cc3nccs3)C2)N1CCC(F)(F)F,brd-k27240704-001-01-3,NA,NA
K27241596,C\C(c1ccc(C)cc1)=N/NS(C)(=O)=O,ac1ntxmf,NA,NA
K27242547,OC[C@H]1[C@H]([C@@H]2CN(CCCCN12)C(=O)c1cccc(F)c1)c1ccc(cc1)C#CC1(O)CCCC1,brd-k27242547-001-01-0,NA,NA
K27245450,Cc1noc(C)c1C(=O)Nc1cccc2ncccc12,zinc06559446,NA,NA
K27245799,O=C(N1CCC2(CN(Cc3cccnc3)C2)C1)c1cscn1,zinc96046439,NA,NA
K27249245,CN(Cc1ccccc1)S(=O)(=O)c1ccc2n(C)c(=O)n(C)c2c1,mls000064086,NA,NA
K27249348,COc1ccc(C(=O)N(C2CCCCC2)c2ccccn2)c(OC)c1,t5280399,NA,NA
K27251656,OC[C@H]1[C@H](c2ccccc2)C2(CN(C2)C(=O)Cc2ccccn2)N1C(=O)c1ccncc1,brd-k27251656-001-01-8,NA,NA
K27252231,COc1ccc(CN2C[C@]3(CCN(CC3)C(C)=O)c3c([C@H]2CO)n(C)c2cc(OC)ccc32)cc1,brd-k27252231-001-01-0,NA,NA
K27252456,COc1ccc2c3c([nH]c2c1)[C@H](CO)N(C[C@]31CCN(CC1)C(=O)c1cccnc1)C(=O)c1cccnc1,brd-k27252456-001-01-8,NA,NA
K27253105,Cn1c(CNC(=O)c2ccco2)nnc1SCCOc1ccccc1,stk221724,NA,NA
K27253146,Cn1c2[nH]c(nc2c(=O)n(C)c1=O)-c1cccnc1,8-(3-pyridyl)theophylline,NA,NA
K27256442,COCC(=O)N(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@@H](C)CO)C#CCC1CCCC1,brd-k27256442-001-01-6,NA,NA
K27258130,CCOC(=O)c1c(C)oc(NC(=O)COc2ccc(Cl)cc2C)c1C#N,t5339986,NA,NA
K27260363,CCCNC(=O)N1[C@H](CO)[C@@H]([C@@H]1C#N)c1ccccc1-c1ccc(C)cc1,brd-k27260363-001-01-3,NA,NA
K27264451,CN(C1CCCCC1)C(=O)c1ccc(Oc2ccc(cc2)[N+]([O-])=O)cc1,n-cyclohexyl-n-methyl-4-(4-nitrophenoxy)benzamide,NA,NA
K27265391,COc1ncnc(OC)c1S(=O)(=O)NCc1ccccc1,"n-benzyl-4,6-dimethoxy-5-pyrimidinesulfonamide",NA,NA
K27267631,CCCN(C[C@@H]1[C@H]([C@H](CO)N1C(C)=O)c1ccccc1)C(=O)NC(C)C,brd-k27267631-001-01-4,NA,NA
K27268268,COc1nc(C)nc2c3cc4COC(C)(C)Cc4nc3sc12,zinc00545948,NA,NA
K27269046,OC(=O)Cc1coc2cc3CCCc3cc12,"(6,7-dihydro-5h-1-oxa-s-indacen-3-yl)-acetic acid",NA,NA
K27279276,CN1CCN(CC1)C(=O)C[C@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)Cc2ccccc2)O1,brd-k27279276-001-01-9,NA,NA
K27282636,CN(CC(=O)NCCc1ccc(Cl)cc1)S(=O)(=O)c1cccs1,zinc02467611,NA,NA
K27285398,COc1cccc(NC(=O)CN(C)C(=O)c2cc3CCCc3s2)c1,mls001142077,NA,NA
K27286472,Cc1nc2cc(NS(=O)(=O)c3ccccc3F)ccc2s1,f3394-0228,NA,NA
K27289947,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccc(F)cc2)Oc2ncc(cc2C1=O)C1=CCCCC1,brd-k27289947-001-01-7,NA,NA
K27290757,Cc1csc(n1)N1CCCC1=O,1-(4-methylthiazol-2-yl)pyrrolidin-2-one,NA,NA
K27291330,Cc1n[nH]c(N2CCCCCC2)c1[N+]([O-])=O,stk372083,NA,NA
K27293696,CS(=O)(=O)N1C[C@H]2[C@@H]([C@@H](CO)N2C(=O)C1)c1ccc(Br)cc1,brd-k27293696-001-01-2,NA,NA
K27296015,CCCNC(=O)N1C[C@@H]2[C@@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)C#Cc1cccc(F)c1,brd-k27296015-001-01-9,NA,NA
K27296582,CS(=O)(=O)N1C[C@@H]2[C@@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)C#Cc1ccc(F)cc1,brd-k27296582-001-01-2,NA,NA
K27299191,Cn1c(Cn2cnc(Cl)c2Cl)nc2ccccc12,"2-[(4,5-dichloro-1h-imidazol-1-yl)methyl]-1-methyl-1h-benzimidazole",NA,NA
K27301469,CCC(=O)Nc1ccc2OC[C@H](C)N(Cc3ccccc3C(O)=O)C[C@H](C)[C@@H](CN(C)C(=O)c2c1)OC,brd-k27301469-001-01-8,NA,NA
K27305650,O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCOCC1,154447-36-6,3973,NA
K27309975,CCc1ccc(CN2Cc3ccccc3C3(CCN(CC(=O)N(C)C)CC3)C2)o1,zinc96242422,NA,NA
K27311385,COC(=O)c1ccc(CNC(=O)CCC(=O)N2CCOCC2)cc1,t5558346,NA,NA
K27313063,O=C(Nc1ccc2OCCOc2c1)c1cccnc1Oc1ccccc1,"n-(2,3-dihydro-1,4-benzodioxin-6-yl)-2-phenoxynicotinamide",NA,NA
K27316855,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C,calcitriol (rocaltrol),NA,NA
K27318748,COCc1nnc(NC(=O)c2ccc(cc2)S(=O)(=O)N2CCCC2)o1,f0593-0092,NA,NA
K27325610,CN(C)c1ccc(NC(C)=O)c(c1)[N+]([O-])=O,ah-034/32470034,NA,NA
K27334502,CCOc1ncccc1C(=O)NCC1(CCCCC1)N1CCOCC1,smr000064637,NA,NA
K27335680,OC(=O)c1cc(O)c2C(=O)c3c(O)cccc3C(=O)c2c1,Rhein,10168,NA
K27337922,Cc1cc(NC(=O)CN2CCCC2)n(n1)-c1nc(C)cc(C)n1,t0505-4405,NA,NA
K27339307,OC[C@H]1[C@H]2[C@H](CN(C(=O)c3cnccn3)c3ccccc23)N1C(=O)CC1CC1,brd-k27339307-001-01-4,NA,NA
K27341164,CN1[C@@H]2CC[C@H](CC(=O)NCCc3ccncc3)O[C@H]2COc2ccc(NC(=O)C3CCCC3)cc2C1=O,brd-k27341164-001-01-2,NA,NA
K27343142,CN(C)CCCNC(=O)C[C@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2CC2CCCC2)O1,brd-k27343142-001-01-5,NA,NA
K27355176,OC[C@H]1Nc2ccc(cc2[C@@H]2[C@H]1CCN2C(=O)CN1CCOCC1)-c1cccc(c1)C#N,brd-k27355176-001-01-8,NA,NA
K27356766,Cc1cc(F)ccc1S(=O)(=O)Nc1ccccc1C(=O)NCc1ccccn1,mls000774462,NA,NA
K27357272,COCCN1CCO[C@H]2CN(C[C@@H]2C1)S(=O)(=O)c1cccnc1,NA,NA,NA
K27357550,Cc1nc(CN2CCc3c(COCC=C)cncc3C2)cs1,zinc96189359,NA,NA
K27357910,C[C@@H](O)C#Cc1ccc2c(O[C@@H](CN(C)C(=O)Cc3ccccn3)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1,brd-k27357910-001-01-5,NA,NA
K27366480,OC[C@H]1[C@@H]([C@H]2CN(CC3CCOCC3)CCCCN12)c1ccc(cc1)C#Cc1ccccc1F,brd-k27366480-001-01-6,NA,NA
K27366782,Cc1ccc(cc1)S(=O)(=O)N1CCN(CC(=O)N2CCOCC2)CC1,2-{4-[(4-methylphenyl)sulfonyl]piperazino}-1-morpholino-1-ethanone,NA,NA
K27369862,CC(C)OCCCNC(=O)CNC(=O)c1ccc(Cl)c(Cl)c1,t0520-3769,NA,NA
K27374735,Cc1cc(-c2ccccc2)c2nncn2n1,"6-methyl-8-phenyl-[1,2,4]triazolo[4,3-b]pyridazine",NA,NA
K27376241,CC(C)NC(=O)N1CC2(C1)[C@@H]([C@H](CO)N2CCC(F)(F)F)c1ccccc1,brd-k27376241-001-01-5,NA,NA
K27377034,CCOC(=O)c1c2CCCn2c(C#N)c1\N=C\N(C)C,ah-262/34228038,NA,NA
K27378062,CCN1C(=O)c2cccc3c(ccc1c23)S(=O)(=O)NCCc1c[nH]c2ccccc12,"1-ethyl-n-[2-(1h-indol-3-yl)ethyl]-2-oxo-1,2-dihydrobenzo[cd]indole-6-sulfonamide",NA,NA
K27380284,COc1cc(OC)nc(NC(=O)C(C)C)n1,mls000116069,NA,NA
K27386042,COC(=O)c1cccnc1-n1c(=O)n(Cc2ccc(Cl)cc2)c2ncccc2c1=O,ac1mmgdx,NA,NA
K27386349,COC(=O)[C@H](CCSC)NC(=O)Nc1ccc(C)cc1,ac1lda7r,NA,NA
K27386902,COc1cccc(CN2CCCCN3[C@@H](CO)[C@@H]([C@@H]3C2)c2ccc(cc2)C#Cc2cccnc2)c1,brd-k27386902-001-01-4,NA,NA
K27387569,CSc1nnc(CSCc2ccc(Cl)cc2Cl)n1-c1ccccc1,7h-524s,NA,NA
K27392214,Cc1cccc(SC2CCN(Cc3nc(CC4CC4)no3)CC2)c1,mls000734938,NA,NA
K27392355,C(Nc1nc2ccccc2n1Cc1ccccc1)c1ccccn1,mls000672468,NA,NA
K27395235,COc1cccc(NC(=O)N2C[C@@H]3[C@H]([C@H](CO)N3C(=O)C2)c2ccc(cc2)C#CCC2CCCC2)c1,brd-k27395235-001-01-3,NA,NA
K27395959,COc1ccc(NC(=O)c2ccco2)cc1NC(=O)c1cccnc1,an-465/42769356,NA,NA
K27398402,CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)C3CCCC3)cc2OC[C@@H](C)N(CCC(F)(F)F)C[C@H]1C,brd-k27398402-001-01-4,NA,NA
K27399511,CS(=O)(=O)N1C[C@@H]2[C@H]([C@H](CO)N2C(=O)C1)c1ccc(cc1)C#CCc1ccccc1,brd-k27399511-001-01-0,NA,NA
K27401646,COc1ccc(cc1)-c1ccc(cc1)[C@H]1[C@@H](CO)N2[C@H]1CN(CC2=O)C(=O)Cc1ccccn1,brd-k27401646-001-01-2,NA,NA
K27403105,O=C(NC1=NCCS1)c1ccc(cc1)N1CCCC1=O,zinc03413346,NA,NA
K27403642,Cc1[nH]c2ccccc2c1\C=N\NS(=O)(=O)c1ccccc1,zinc03339552,NA,NA
K27408745,Cn1nccc1C(=O)N1CCc2ccccc12,smr000114733,NA,NA
K27408938,O=C(CN1CCN(CC1)S(=O)(=O)c1ccccc1)N1CC(=O)Nc2ccccc12,t5351631,NA,NA
K27409337,Cc1cc(C(=O)NC2Cc3ccccc3C2)c(C)o1,"n-(2,3-dihydro-1h-inden-2-yl)-2,5-dimethyl-3-furamide",NA,NA
K27410068,CCN(CC(O)=O)S(=O)(=O)c1cc(Cl)ccc1Cl,"n-[(2,5-dichlorophenyl)sulfonyl]-n-ethylglycine",NA,NA
K27410563,O=C(CCc1ccccc1)OCC(=O)N1CC(=O)Nc2ccccc12,t5359560,NA,NA
K27414449,Clc1nc2ccccc2cc1\C=N\NC(=O)CN1CCOCC1,ac1ntfy7,NA,NA
K27415270,CCCNC(=O)[C@@H]1[C@@H](CO)[C@@H]2Cn3c(ccc(-c4cccc(OC)c4)c3=O)[C@@H]2N1Cc1nccs1,brd-k27415270-001-01-5,NA,NA
K27416131,N1C(Nc2cccc3cccc1c23)c1cccs1,"2-thiophen-2-yl-2,3-dihydro-1h-perimidine",NA,NA
K27416156,Cc1ccc(CN2C[C@H]3[C@@H](CC(=O)NCc4ccco4)[C@H]3C2)o1,zinc107745956,NA,NA
K27425684,COc1ccccc1-c1ccc(cc1)[C@H]1[C@@H](CO)N2CCCCN(C[C@@H]12)C(=O)c1cccnc1,brd-k27425684-001-01-4,NA,NA
K27429279,O=C(NCCS(=O)(=O)N1CCCCC1)c1ccc2OCOc2c1,f2751-0906,NA,NA
K27429672,COC(=O)c1c(NC(=O)c2ccoc2C)scc1-c1ccncc1,mls000066308,NA,NA
K27435692,OC[C@H]1[C@@H]2Cn3c(ccc(-c4ccccc4)c3=O)[C@@H]2N(CCc2ccccc2)[C@@H]1C(=O)NC1CCCC1,brd-k27435692-001-01-3,NA,NA
K27437527,OC(=O)c1ccc2OCCCOc2c1,"3,4-dihydro-2h-1,5-benzodioxepine-7-carboxylic acid",NA,NA
K27442376,COc1cc(NS(=O)(=O)c2ccc(NC(=O)c3cccs3)cc2)nc(OC)n1,"n-{4-[(2,6-dimethoxypyrimidin-4-yl)sulfamoyl]phenyl}thiophene-2-carboxamide",NA,NA
K27442475,C(OC(c1ccccc1)c1ccccc1)C#CCN1CCOCC1,4-(4-benzhydryloxy-but-2-ynyl)-morpholine,NA,NA
K27442554,FC(F)(F)c1cc(nc2cc(nn12)C(=O)N1CCCC1)C1CC1,st50603388,NA,NA
K27445723,CCOC(=O)N1CCN(CC1)C(=O)Cn1cnc2ccccc2c1=O,mls001018413,NA,NA
K27446306,O=C(Nc1ccc(cc1)S(=O)(=O)N1CCCCC1)c1ccc(CN2CCOCC2)cc1,stk127744,NA,NA
K27447154,O=C(N1CCCC1)c1n[nH]c2CN(Cc3cccnc3)CCc12,zinc96187447,NA,NA
K27449012,O=C(CCCn1c2ccccc2oc1=O)NC1CCCCCC1,zinc03456967,NA,NA
K27457151,COc1ccc2c3c([C@H](CO)N(C[C@]33CN(C3)S(C)(=O)=O)C(=O)c3cccnc3)n(C)c2c1,brd-k27457151-001-01-1,NA,NA
K27458248,NC(=O)c1ccsc1NC(=O)c1ccc(cc1)S(=O)(=O)N1CCCC1,zinc04275730,NA,NA
K27458592,N#Cc1ccc(CSc2nnc(-c3cccnc3)n2-c2ccccc2)cc1,"4-({[4-phenyl-5-(pyridin-3-yl)-4h-1,2,4-triazol-3-yl]sulfanyl}methyl)benzonitrile",NA,NA
K27459043,COc1cccc(NC(=O)N2C[C@@H]3[C@@H]([C@H](CO)N3C(=O)C2)c2ccc(cc2)C#CCC2CCCC2)c1,brd-k27459043-001-01-9,NA,NA
K27459804,CCOC(=O)c1cnn2c(O)cc(C)nc12,"ethyl 5-methyl-7-oxo-4,7-dihydropyrazolo[1,5-a]pyrimidine-3-carboxylate",NA,NA
K27460268,CN(C)CC(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@@H](CC(=O)NC4CCCC4)O[C@H]3CO)c2c1,brd-k27460268-001-01-5,NA,NA
K27463426,COCC(=O)N1[C@H](CO)[C@H]([C@H]1C#N)c1ccc(cc1)-c1cccc(F)c1,brd-k27463426-001-01-8,NA,NA
K27463664,O=C(Cn1cnc2n(Cc3ccccc3)nnc2c1=O)N1CCCc2ccccc12,vu0286105-2-d7,NA,NA
K27464462,COCc1nnn2CCCN(Cc3ccc(C)s3)Cc12,zinc96084332,NA,NA
K27470316,O=C(CCc1ccccc1)Nc1cccc(c1)S(=O)(=O)N1CCOCC1,zinc05633571,NA,NA
K27472548,OC[C@H]1[C@@H]2[C@@H](CN(C(=O)c3ccncc3)c3ccccc23)N1C(=O)c1ccccc1F,brd-k27472548-001-01-2,NA,NA
K27472775,OC[C@@H]1[C@@H]2[C@@H](CN(C(=O)C3CCCCC3)c3ccccc23)N1C(=O)c1ccccc1,brd-k27472775-001-01-6,NA,NA
K27474255,CN1[C@@H]2CC[C@@H](CC(=O)NCC3CCCCC3)O[C@H]2COc2ccc(NC(=O)C3CC3)cc2C1=O,brd-k27474255-001-01-1,NA,NA
K27474897,C1Sc2nnc(-c3ccccn3)n2N=C1c1ccc(cc1)-c1ccccc1,zinc05099963,NA,NA
K27477660,CCCNC(=O)N1[C@@H](CO)[C@@H]([C@@H]1C#N)c1ccc(cc1)-c1cccc(OC)c1,brd-k27477660-001-01-3,NA,NA
